Name,Datum,Spieldauer,Schwierigkeitsgrad,Typ,Altersempfehlung,Glücksfaktor,Rating
Dune: Imperium,2023-07-14,mittel,3,Strategie,16+,mittel,4
Wimmelwald,2023-04-30,k,2,Familie,6+,kein Glück,5
Splendor,2023-11-26,mittel,1,Familie,10+,sehr hoch,3
Codenames,2025-06-21,lang,4,Party,12+,sehr hoch,4
Planet Würfelstein,2025-07-08,mittel,3,Strategie,16+,mittel,3
Magnetmönche,2024-06-20,lang,2,Kooperativ,12+,hoch,2
Die Crew,2024-07-18,m,1,Kooperativ,10+,mittel,1
Nebelschach,2024-07-17,kurz,5,Strategie,12+,mittel,2
Die Rückkehr der Kartoffelkönigin,2022-01-15,kurz,2,Familie,6+,kein Glück,5
Die vierte Fabel,2021-08-14,mittel,1,Kooperativ,16+,hoch,4
Spirit Island,2024-07-08,kurz,4,Kooperativ,10+,kein Glück,2
Agricola,2024-10-17,lang,1,Strategie,12+,hoch,3
Draftosaurus,2021-10-31,mittel,3,Familie,6+,gering,3
Oath,2024-10-12,k,1,Strategie,12+,gering,4
Pilzpiraten,2022-10-21,lang,1,Kinder,6+,gering,2
Pizzadiplomaten,2020-07-25,mittel,2,Party,6+,hoch,5
Stadt der flüsternden Uhren,2025-07-17,lang,2,Strategie,16+,sehr hoch,3
Wächter von Windhain,2024-07-13,kurz,4,Strategie,16+,gering,5
Lichtfänger,2021-01-28,mittel,1,Kooperativ,6+,gering,3
Draftosaurus,2024-01-31,k,2,Familie,6+,hoch,4
Isle of Skye,2021-03-14,kurz,2,Strategie,12+,gering,3
Mysterium,2025-05-03,lang,4,Kooperativ,10+,hoch,3
Tollhaus Taktik,2024-08-10,kurz,2,Party,6+,sehr hoch,4
Stadt der flüsternden Uhren,2025-04-21,kurz,4,Strategie,12+,hoch,2
The Castles of Burgundy,2024-12-01,mittel,5,Strategie,16+,mittel,2
Mindbug,2022-07-29,kurz,5,Strategie,12+,sehr hoch,4
Pixhagen: Das Spiel,2024-12-04,mittel,1,Strategie,12+,kein Glück,2
Spirit Island,2023-10-12,lang,1,Kooperativ,6+,kein Glück,5
Flügelschlag,2024-11-16,lang,2,Familie,10+,kein Glück,4
Great Western Trail,2025-03-06,mittel,4,Strategie,12+,kein Glück,2
Funkenschwinge,2024-03-28,kurz,4,Strategie,12+,hoch,1
Tapestry,2024-07-03,lang,5,Strategie,16+,mittel,4
Turbokekse,2024-08-02,l,1,Kinder,6+,kein Glück,3
Tollhaus Taktik,2024-03-04,lang,4,Party,16+,hoch,3
Viticulture,2024-08-30,mittel,2,Strategie,12+,kein Glück,3
T.I.M.E Stories,2023-03-15,mittel,4,Kooperativ,16+,hoch,2
Agricola,2024-09-18,kurz,2,Strategie,16+,hoch,3
Hanabi,2023-03-09,lang,4,Kooperativ,12+,hoch,5
Wurzelwerk,2022-03-28,kurz,5,Strategie,12+,hoch,2
Res Arcana,2024-12-11,kurz,1,Strategie,12+,gering,4
Draftosaurus,2025-07-18,lang,3,Familie,10+,hoch,4
Honigkrieg,2024-10-10,lang,3,Familie,10+,kein Glück,5
Catan,2024-01-02,kurz,3,Strategie,12+,sehr hoch,4
Living Forest,2023-11-24,m,1,Strategie,12+,kein Glück,3
Project L,2025-05-22,mittel,4,Strategie,12+,sehr hoch,3
7 Wonders,2021-09-18,lang,1,Strategie,16+,gering,2
Mindbug,2023-11-21,lang,1,Strategie,16+,gering,5
Zug um Zug,2024-05-14,lang,2,Familie,6+,kein Glück,2
T.I.M.E Stories,2024-05-04,lang,1,Kooperativ,12+,hoch,4
Heat: Pedal to the Metal,2022-10-28,mittel,3,Familie,6+,kein Glück,5
Lachlabor,2025-03-11,lang,1,Kinder,6+,kein Glück,5
Broom Service,2022-12-07,lang,1,Familie,10+,hoch,5
Burgenschlacht 3000,2024-09-17,kurz,2,Strategie,12+,hoch,1
Hadara,2025-01-07,lang,4,Strategie,16+,sehr hoch,2
Insel der Irrlichter,2025-03-12,lang,2,Kooperativ,10+,mittel,5
Keksdiplomatie,2024-12-26,lang,3,Party,12+,gering,4
Wonders Duel,2024-08-11,lang,4,Strategie,16+,gering,3
Die Drachen von Morag,2023-08-23,mittel,4,Kooperativ,12+,gering,4
Lichtfänger,2021-07-24,mittel,2,Kooperativ,10+,sehr hoch,3
Pixhagen: Das Spiel,2023-02-05,lang,2,Strategie,12+,sehr hoch,4
Wolkenschieber,2024-11-16,mittel,1,Familie,10+,kein Glück,3
Cascadia,2025-07-17,mittel,2,Familie,6+,gering,4
Isle of Skye,2024-02-29,kurz,5,Strategie,16+,hoch,4
Calico,2025-05-29,lang,3,Familie,10+,gering,3
König Knatterbart,2024-09-19,kurz,1,Kinder,6+,gering,4
Burgenschlacht 3000,2025-06-17,lang,5,Strategie,12+,kein Glück,4
Die Crew,2023-09-11,lang,5,Kooperativ,6+,gering,1
Turbokekse,2024-07-27,mittel,2,Kinder,6+,kein Glück,2
Dixit,2021-10-09,kurz,3,Familie,6+,gering,1
Hadara,2024-11-08,mittel,2,Strategie,12+,kein Glück,4
Clank!,2023-01-09,mittel,4,Strategie,16+,gering,3
Burgenschlacht 3000,2021-11-13,kurz,4,Strategie,12+,kein Glück,3
Wurzelwerk,2020-12-21,m,5,Strategie,16+,hoch,3
Carcassonne,2024-07-14,kurz,1,Familie,10+,kein Glück,3
Broom Service,2025-07-19,mittel,1,Familie,10+,kein Glück,4
Great Western Trail,2023-06-11,mittel,1,Strategie,12+,hoch,4
Pandemic,2023-03-11,lang,4,Kooperativ,6+,gering,4
Die Farben von Fjorin,2025-06-19,l,1,Strategie,12+,gering,4
Stadt der flüsternden Uhren,2025-01-07,mittel,5,Strategie,12+,gering,4
Res Arcana,2025-04-04,mittel,2,Strategie,12+,sehr hoch,5
Just One,2024-05-19,kurz,4,Party,16+,hoch,2
Nemesis: Lockdown,2025-04-23,mittel,3,Kooperativ,12+,sehr hoch,3
Dune: Imperium,2025-07-07,kurz,1,Strategie,12+,sehr hoch,2
Kaktuskarneval,2023-02-12,lang,1,Party,12+,hoch,5
Living Forest,2023-05-05,kurz,5,Strategie,16+,kein Glück,5
Pixhagen: Das Spiel,2025-07-28,kurz,3,Strategie,16+,hoch,4
Wonders Duel,2025-07-21,lang,3,Strategie,16+,mittel,3
Pixhagen: Das Spiel,2025-02-16,lang,5,Strategie,16+,hoch,2
Terraforming Mars,2024-11-10,lang,4,Strategie,12+,mittel,4
Keksdiplomatie,2023-12-15,lang,3,Party,16+,hoch,2
Die Rückkehr der Kartoffelkönigin,2025-02-19,kurz,2,Familie,10+,kein Glück,3
Quacksalber von Quedlinburg,2024-07-24,kurz,4,Strategie,16+,mittel,1
Everdell,2024-01-20,mittel,5,Strategie,12+,mittel,5
T.I.M.E Stories,2023-05-24,lang,1,Kooperativ,10+,sehr hoch,3
Lost Ruins of Arnak,2022-01-22,lang,2,Strategie,16+,gering,5
Pixhagen: Das Spiel,2025-03-15,mittel,5,Strategie,12+,mittel,4
Nebelschach,2025-02-07,kurz,5,Strategie,16+,kein Glück,2
Biber & Barrikaden,2025-07-20,mittel,2,Kinder,6+,hoch,5
Die Rückkehr der Kartoffelkönigin,2025-07-12,mittel,2,Familie,6+,mittel,2
Clank!,2025-03-27,kurz,2,Strategie,16+,gering,3
Obsthain,2024-10-29,kurz,1,Kinder,6+,sehr hoch,3
Root,2023-01-27,lang,2,Strategie,12+,hoch,5
Monsterbüro,2023-07-28,kurz,4,Party,10+,hoch,3
Turbokekse,2025-04-27,k,2,Kinder,6+,gering,5
Isle of Skye,2023-07-08,mittel,4,Strategie,12+,hoch,3
7 Wonders,2023-06-13,kurz,2,Strategie,16+,kein Glück,2
Pizzadiplomaten,2025-05-27,kurz,1,Party,10+,gering,4
Kartonopolis,2022-10-23,lang,5,Strategie,12+,mittel,4
The Castles of Burgundy,2025-04-08,mittel,2,Strategie,12+,kein Glück,4
Spirit Island,2025-07-10,mittel,1,Kooperativ,12+,kein Glück,2
Terraforming Mars,2024-12-08,lang,5,Strategie,16+,mittel,2
Mysterium,2024-12-06,kurz,4,Kooperativ,12+,hoch,4
Carcassonne,2025-03-17,lang,2,Familie,6+,sehr hoch,3
Catan,2024-09-19,kurz,3,Strategie,12+,hoch,3
Keksdiplomatie,2023-11-18,kurz,3,Party,16+,hoch,2
Catan,2024-12-31,lang,5,Strategie,16+,gering,5
Tunnelritter,2023-10-08,kurz,3,Strategie,12+,gering,4
Burgenschlacht 3000,2023-05-17,mittel,1,Strategie,12+,mittel,2
Geisterpost,2024-03-31,kurz,1,Familie,6+,sehr hoch,3
Tanz der Tomaten,2025-07-03,lang,2,Kinder,6+,mittel,2
Pixhagen: Das Spiel,2025-05-06,lang,1,Strategie,16+,kein Glück,4
Great Western Trail,2023-11-27,lang,4,Strategie,12+,kein Glück,4
Die vierte Fabel,2024-09-07,mittel,5,Kooperativ,12+,sehr hoch,5
Die Rückkehr der Kartoffelkönigin,2025-04-01,kurz,1,Familie,6+,gering,4
Tiny Towns,2025-03-16,kurz,3,Familie,10+,mittel,3
Red Cathedral,2023-10-31,mittel,4,Strategie,12+,hoch,3
Project L,2023-12-05,lang,2,Strategie,16+,sehr hoch,3
Pixhagen: Das Spiel,2024-11-15,lang,2,Strategie,16+,sehr hoch,5
Turbokekse,2023-07-16,kurz,1,Kinder,6+,kein Glück,3
Nebelschach,2025-03-31,kurz,3,Strategie,12+,kein Glück,2
Draftosaurus,2023-02-10,kurz,3,Familie,6+,mittel,4
Everdell,2021-01-13,lang,4,Strategie,12+,mittel,4
Gezeitenkinder,2023-09-16,k,5,Kooperativ,16+,sehr hoch,5
Stadt der flüsternden Uhren,2025-04-08,lang,3,Strategie,12+,mittel,5
Heat: Pedal to the Metal,2024-08-14,kurz,2,Familie,10+,gering,4
Puerto Rico,2025-07-01,mittel,2,Strategie,16+,mittel,3
Zauberkessel & Zimt,2023-05-12,mittel,2,Familie,6+,sehr hoch,2
Magnetmönche,2023-08-11,lang,4,Kooperativ,16+,kein Glück,3
Great Western Trail,2025-05-03,lang,1,Strategie,12+,kein Glück,3
Parks,2025-06-13,kurz,2,Familie,10+,mittel,4
Mindbug,2024-02-01,mittel,2,Strategie,12+,mittel,3
Hadara,2024-02-08,kurz,1,Strategie,16+,gering,3
Nebelschach,2021-03-20,lang,4,Strategie,12+,sehr hoch,4
Karak,2025-06-29,kurz,1,Kinder,6+,sehr hoch,5
Project L,2025-02-04,mittel,5,Strategie,12+,sehr hoch,5
Res Arcana,2024-06-08,m,3,Strategie,12+,hoch,1
Res Arcana,2024-09-23,lang,4,Strategie,16+,gering,4
Wurzelwerk,2025-07-02,kurz,3,Strategie,16+,kein Glück,3
Red Cathedral,2024-05-18,mittel,2,Strategie,16+,kein Glück,3
Karak,2022-08-02,mittel,1,Kinder,6+,gering,1
Karak,2025-06-07,lang,2,Kinder,6+,mittel,4
Clank!,2023-06-03,kurz,5,Strategie,16+,mittel,5
Quacksalber von Quedlinburg,2025-07-01,mittel,2,Strategie,12+,hoch,2
Pandemic,2024-10-29,kurz,4,Kooperativ,6+,sehr hoch,2
Pixhagen: Das Spiel,2024-11-01,kurz,5,Strategie,16+,gering,3
Pixhagen: Das Spiel,2025-04-04,mittel,5,Strategie,12+,hoch,4
The Mind,2024-11-02,mittel,1,Party,16+,gering,2
Hanabi,2024-12-26,mittel,3,Kooperativ,16+,hoch,3
Spirit Island,2023-03-22,lang,2,Kooperativ,6+,sehr hoch,2
Pixhagen: Das Spiel,2022-11-06,mittel,5,Strategie,12+,sehr hoch,2
Ziegenroulette,2023-08-13,mittel,2,Kinder,6+,kein Glück,1
Keksdiplomatie,2025-03-13,kurz,2,Party,10+,hoch,1
Funkenschwinge,2025-03-11,mittel,2,Strategie,12+,hoch,4
Hinter dem Wasserfall,2024-09-11,kurz,4,Kooperativ,16+,mittel,4
Heat: Pedal to the Metal,2024-12-03,mittel,3,Familie,10+,kein Glück,5
Wonders Duel,2024-12-24,kurz,5,Strategie,12+,gering,3
Terraforming Mars,2024-07-29,lang,3,Strategie,12+,kein Glück,5
Ziegenroulette,2025-05-17,m,1,Kinder,6+,kein Glück,4
Mysterium,2023-10-30,mittel,3,Kooperativ,12+,sehr hoch,5
Wurzelwerk,2024-06-22,mittel,2,Strategie,16+,kein Glück,4
Die vierte Fabel,2024-01-29,lang,3,Kooperativ,16+,mittel,5
Pandemic,2022-09-28,kurz,1,Kooperativ,6+,gering,4
Wimmelwald,2025-07-15,lang,1,Familie,6+,mittel,4
Terraforming Mars,2023-05-10,kurz,2,Strategie,12+,sehr hoch,4
MicroMacro: Crime City,2021-05-15,mittel,2,Kooperativ,16+,sehr hoch,2
T.I.M.E Stories,2022-03-24,lang,1,Kooperativ,16+,mittel,5
Tollhaus Taktik,2024-02-17,mittel,3,Party,10+,hoch,3
Spirit Island,2023-06-27,lang,5,Kooperativ,16+,kein Glück,4
Wächter von Windhain,2023-12-21,lang,1,Strategie,12+,sehr hoch,4
Zug um Zug,2024-05-21,lang,1,Familie,10+,kein Glück,3
Oath,2023-01-30,mittel,4,Strategie,12+,kein Glück,5
Living Forest,2025-05-14,kurz,5,Strategie,12+,hoch,4
Meadow,2025-02-14,mittel,2,Familie,6+,kein Glück,3
T.I.M.E Stories,2024-08-25,kurz,3,Kooperativ,10+,mittel,4
Quacksalber von Quedlinburg,2023-03-24,m,1,Strategie,12+,hoch,5
Die Farben von Fjorin,2024-08-14,mittel,4,Strategie,16+,gering,4
Everdell,2024-07-16,kurz,3,Strategie,16+,mittel,4
Tanz der Tomaten,2024-01-27,mittel,1,Kinder,6+,kein Glück,4
Wolkenschieber,2024-03-17,mittel,2,Familie,10+,gering,2
Everdell,2024-02-24,kurz,3,Strategie,16+,gering,2
Flügelschlag,2025-04-24,m,2,Familie,6+,sehr hoch,2
Living Forest,2025-05-25,mittel,1,Strategie,12+,sehr hoch,3
Die Rückkehr der Kartoffelkönigin,2022-11-10,mittel,1,Familie,6+,sehr hoch,2
Spirit Island,2025-04-24,mittel,1,Kooperativ,10+,sehr hoch,3
Biber & Barrikaden,2023-04-18,kurz,2,Kinder,6+,hoch,3
Azul,2022-07-04,kurz,2,Familie,6+,hoch,2
Nemesis: Lockdown,2023-08-24,kurz,2,Kooperativ,6+,hoch,5
Wonders Duel,2024-06-26,kurz,4,Strategie,12+,gering,4
Agricola,2024-03-13,mittel,1,Strategie,12+,kein Glück,3
Love Letter,2025-01-08,kurz,1,Party,12+,sehr hoch,2
Nebelschach,2024-10-04,kurz,2,Strategie,12+,kein Glück,2
Lost Ruins of Arnak,2025-05-14,kurz,1,Strategie,16+,gering,4
Zauberkessel & Zimt,2022-07-01,kurz,3,Familie,6+,kein Glück,4
Pixhagen: Das Spiel,2022-03-04,kurz,2,Strategie,12+,gering,2
Splendor,2021-09-19,lang,1,Familie,6+,mittel,4
Pandemic,2025-07-12,mittel,5,Kooperativ,10+,hoch,1
Wingspan Asia,2024-07-02,kurz,2,Familie,10+,hoch,3
Die Rückkehr der Kartoffelkönigin,2025-03-06,kurz,1,Familie,6+,kein Glück,3
Hadara,2025-03-05,kurz,3,Strategie,12+,kein Glück,3
Pandemic,2025-04-09,lang,5,Kooperativ,6+,kein Glück,2
Terraforming Mars,2024-11-01,mittel,3,Strategie,16+,kein Glück,3
Kaktuskarneval,2025-03-28,lang,1,Party,12+,gering,5
Dimension Delta,2025-04-29,mittel,3,Kooperativ,16+,hoch,2
Stadt der flüsternden Uhren,2025-06-23,kurz,1,Strategie,12+,mittel,2
Wonders Duel,2023-07-18,lang,5,Strategie,16+,mittel,4
Nemesis,2025-06-23,kurz,1,Kooperativ,10+,mittel,3
Funkenschwinge,2025-06-28,kurz,3,Strategie,12+,hoch,5
Dominion,2024-09-15,mittel,1,Strategie,16+,gering,2
Magnetmönche,2024-02-12,lang,5,Kooperativ,6+,mittel,2
Mysterium,2021-03-05,lang,4,Kooperativ,10+,kein Glück,1
Kartonopolis,2024-12-18,l,5,Strategie,16+,mittel,2
The Castles of Burgundy,2025-02-06,kurz,2,Strategie,12+,kein Glück,3
Gloomhaven,2022-06-14,lang,5,Kooperativ,16+,mittel,3
Die Crew,2025-04-24,k,2,Kooperativ,12+,gering,4
Tunnelritter,2025-05-16,lang,3,Strategie,16+,hoch,4
Wurzelwerk,2024-07-18,mittel,5,Strategie,12+,hoch,1
The Castles of Burgundy,2024-01-25,lang,2,Strategie,16+,sehr hoch,3
Wimmelwald,2024-05-17,lang,2,Familie,6+,sehr hoch,3
Living Forest,2025-04-26,kurz,2,Strategie,12+,hoch,2
Wächter von Windhain,2022-12-29,lang,4,Strategie,12+,sehr hoch,3
Die Rückkehr der Kartoffelkönigin,2025-04-16,mittel,2,Familie,10+,mittel,3
Lachlabor,2025-01-19,mittel,1,Kinder,6+,kein Glück,5
Wimmelwald,2023-06-29,kurz,1,Familie,6+,hoch,4
Pixhagen: Das Spiel,2020-10-19,mittel,3,Strategie,16+,kein Glück,3
Broom Service,2025-05-14,lang,1,Familie,6+,mittel,4
Ziegenroulette,2025-04-25,kurz,1,Kinder,6+,gering,2
The Castles of Burgundy,2024-01-28,lang,1,Strategie,16+,kein Glück,4
Insel der Irrlichter,2024-11-13,lang,2,Kooperativ,16+,kein Glück,4
Gloomhaven,2024-08-12,lang,1,Kooperativ,6+,sehr hoch,4
Pizzadiplomaten,2025-01-31,lang,2,Party,6+,kein Glück,4
Vampirvillen & Vanilleeis,2024-05-26,mittel,1,Party,10+,gering,4
Unlock!,2025-04-13,mittel,3,Kooperativ,10+,sehr hoch,2
Project L,2024-08-15,lang,1,Strategie,16+,gering,2
Sleeping Gods,2025-05-09,mittel,5,Kooperativ,12+,kein Glück,3
Draftosaurus,2021-11-25,kurz,2,Familie,10+,sehr hoch,1
Arche Nova,2024-05-31,lang,2,Strategie,12+,mittel,4
Azul,2022-08-09,mittel,2,Familie,10+,sehr hoch,4
Wingspan Asia,2025-06-24,mittel,1,Familie,6+,hoch,5
Turbokekse,2024-07-01,mittel,1,Kinder,6+,hoch,2
Kemet,2024-05-19,lang,5,Strategie,16+,hoch,5
Pixhagen: Das Spiel,2025-04-08,lang,4,Strategie,12+,kein Glück,2
Stadt der flüsternden Uhren,2024-10-22,k,5,Strategie,16+,hoch,3
Tanz der Tomaten,2022-08-15,mittel,1,Kinder,6+,kein Glück,5
Tollhaus Taktik,2022-11-20,kurz,2,Party,6+,gering,4
Pixhagen: Das Spiel,2024-06-03,kurz,4,Strategie,12+,gering,4
Dune: Imperium,2025-01-22,lang,1,Strategie,16+,kein Glück,4
Pixhagen: Das Spiel,2023-06-20,kurz,1,Strategie,12+,kein Glück,5
The Castles of Burgundy,2023-10-16,kurz,5,Strategie,12+,mittel,5
Living Forest,2024-09-22,lang,1,Strategie,12+,sehr hoch,4
Patchwork,2025-06-02,kurz,2,Familie,10+,sehr hoch,5
Keksdiplomatie,2024-09-14,lang,4,Party,16+,hoch,5
Klapperknochen-Kapitäne,2023-12-15,mittel,2,Kinder,6+,mittel,1
Puerto Rico,2024-11-13,lang,3,Strategie,12+,mittel,4
Clank!,2023-10-13,mittel,4,Strategie,16+,gering,5
Die Farben von Fjorin,2024-12-03,mittel,2,Strategie,16+,hoch,4
Geisterpost,2024-10-26,m,1,Familie,6+,sehr hoch,2
Just One,2025-06-16,kurz,1,Party,16+,gering,3
Karak,2024-07-04,mittel,1,Kinder,6+,hoch,5
Die vierte Fabel,2024-09-27,lang,5,Kooperativ,12+,kein Glück,4
Die Crew,2022-12-15,kurz,1,Kooperativ,10+,mittel,2
Pixhagen: Das Spiel,2025-06-21,lang,3,Strategie,16+,hoch,5
Die vierte Fabel,2024-12-22,mittel,1,Kooperativ,10+,kein Glück,2
Hadara,2024-10-07,kurz,1,Strategie,12+,sehr hoch,2
Isle of Skye,2025-07-01,lang,3,Strategie,12+,mittel,4
Agricola,2024-10-06,mittel,3,Strategie,16+,hoch,4
Tapestry,2023-11-30,mittel,5,Strategie,12+,kein Glück,4
Exit: Das Spiel,2023-09-18,kurz,3,Kooperativ,10+,kein Glück,4
Love Letter,2025-02-22,lang,1,Party,10+,kein Glück,3
Wolkenschieber,2025-05-09,lang,3,Familie,6+,hoch,3
Pizzadiplomaten,2024-10-06,lang,3,Party,10+,kein Glück,5
Codenames,2023-02-15,kurz,3,Party,6+,gering,4
Pixhagen: Das Spiel,2021-03-05,lang,5,Strategie,16+,mittel,4
Tapestry,2025-04-28,kurz,4,Strategie,12+,gering,5
Dimension Delta,2025-07-11,lang,1,Kooperativ,6+,gering,4
Hanabi,2023-01-03,k,4,Kooperativ,6+,sehr hoch,3
Pixhagen: Das Spiel,2023-06-05,kurz,2,Strategie,16+,sehr hoch,5
7 Wonders,2021-10-24,kurz,4,Strategie,12+,kein Glück,3
Puerto Rico,2024-08-21,kurz,4,Strategie,12+,hoch,4
Die vierte Fabel,2024-06-11,mittel,4,Kooperativ,10+,mittel,3
Wurzelwerk,2025-06-24,lang,1,Strategie,12+,mittel,3
Geisterpost,2025-03-24,mittel,2,Familie,10+,mittel,3
Res Arcana,2025-07-03,kurz,4,Strategie,12+,kein Glück,5
Calico,2022-10-17,mittel,3,Familie,10+,mittel,4
Dominion,2025-05-12,mittel,4,Strategie,12+,sehr hoch,3
T.I.M.E Stories,2023-08-28,mittel,2,Kooperativ,16+,mittel,5
Wingspan Asia,2023-01-04,kurz,3,Familie,6+,hoch,5
Wächter von Windhain,2024-06-07,mittel,4,Strategie,16+,hoch,3
Terraforming Mars,2025-04-18,kurz,4,Strategie,16+,mittel,2
Spirit Island,2025-02-24,lang,5,Kooperativ,10+,gering,3
Turbokekse,2023-12-22,kurz,2,Kinder,6+,sehr hoch,2
T.I.M.E Stories,2024-10-08,mittel,5,Kooperativ,16+,sehr hoch,5
Mindbug,2025-03-01,mittel,4,Strategie,16+,mittel,4
Klapperknochen-Kapitäne,2024-09-27,lang,1,Kinder,6+,hoch,3
Unlock!,2022-08-03,kurz,1,Kooperativ,12+,sehr hoch,5
Ritter der Regenzeit,2024-06-28,mittel,2,Familie,6+,hoch,5
Pandemic,2022-11-24,lang,4,Kooperativ,10+,sehr hoch,5
Insel der Irrlichter,2023-01-08,kurz,3,Kooperativ,10+,gering,3
Carcassonne,2023-10-30,lang,3,Familie,10+,kein Glück,5
Unlock!,2023-08-19,mittel,2,Kooperativ,16+,kein Glück,3
Pixhagen: Das Spiel,2025-06-11,mittel,1,Strategie,16+,mittel,4
Unlock!,2023-12-08,lang,5,Kooperativ,16+,gering,3
Geisterpost,2025-05-01,lang,1,Familie,10+,hoch,3
Die Drachen von Morag,2023-06-30,kurz,2,Kooperativ,10+,mittel,3
Planet Unknown,2024-06-20,kurz,3,Strategie,12+,sehr hoch,5
Trommelwirbel,2024-12-06,mittel,1,Party,10+,kein Glück,2
Puerto Rico,2025-04-10,mittel,5,Strategie,16+,hoch,3
Catan,2024-04-29,lang,4,Strategie,16+,hoch,4
Just One,2025-06-30,mittel,1,Party,16+,mittel,4
Die Rückkehr der Kartoffelkönigin,2024-12-18,k,3,Familie,10+,gering,4
7 Wonders,2022-07-31,lang,2,Strategie,16+,sehr hoch,3
Planet Unknown,2025-06-06,mittel,5,Strategie,12+,kein Glück,1
Mindbug,2024-06-11,mittel,1,Strategie,12+,kein Glück,3
Geisterpost,2024-09-21,lang,1,Familie,6+,sehr hoch,3
Ziegenroulette,2024-10-14,mittel,2,Kinder,6+,sehr hoch,4
Catan,2025-02-21,kurz,5,Strategie,12+,mittel,5
Heat: Pedal to the Metal,2023-05-18,mittel,3,Familie,10+,hoch,3
Spirit Island,2024-07-11,mittel,3,Kooperativ,12+,gering,4
Pixhagen: Das Spiel,2024-11-08,kurz,1,Strategie,12+,mittel,3
Planet Würfelstein,2025-04-17,kurz,3,Strategie,12+,sehr hoch,2
Monsterbüro,2025-04-29,kurz,2,Party,10+,hoch,4
Ziegenroulette,2022-09-17,lang,1,Kinder,6+,gering,4
Pixhagen: Das Spiel,2024-04-04,mittel,3,Strategie,16+,sehr hoch,1
MicroMacro: Crime City,2024-10-01,mittel,5,Kooperativ,10+,mittel,4
Hadara,2024-05-08,lang,4,Strategie,12+,mittel,4
Obsession,2024-02-05,k,4,Strategie,12+,sehr hoch,3
Honigkrieg,2023-01-06,lang,3,Familie,6+,hoch,2
Die Farben von Fjorin,2024-01-07,kurz,1,Strategie,12+,kein Glück,3
Hanabi,2023-06-20,mittel,4,Kooperativ,16+,hoch,4
My City,2024-01-11,mittel,3,Familie,10+,kein Glück,5
Pizzadiplomaten,2025-03-08,mittel,3,Party,16+,sehr hoch,3
Wächter von Windhain,2024-05-11,kurz,5,Strategie,16+,gering,4
Die vierte Fabel,2025-04-25,mittel,2,Kooperativ,6+,hoch,2
Puerto Rico,2024-12-22,kurz,3,Strategie,12+,kein Glück,3
Hanabi,2025-05-02,lang,4,Kooperativ,16+,sehr hoch,4
Cartographers,2022-09-10,mittel,4,Strategie,16+,sehr hoch,3
Broom Service,2025-05-04,lang,3,Familie,6+,mittel,2
Funkenschwinge,2025-01-26,mittel,5,Strategie,16+,gering,4
Die Farben von Fjorin,2023-11-06,mittel,1,Strategie,16+,gering,2
Pixhagen: Das Spiel,2024-06-19,mittel,4,Strategie,12+,mittel,4
Catan,2024-11-26,mittel,1,Strategie,16+,mittel,5
Biber & Barrikaden,2023-04-14,mittel,2,Kinder,6+,sehr hoch,4
Gloomhaven,2024-12-02,mittel,4,Kooperativ,6+,sehr hoch,1
Great Western Trail,2025-07-02,mittel,1,Strategie,16+,kein Glück,4
Great Western Trail,2025-07-16,kurz,4,Strategie,12+,sehr hoch,2
Wurzelwerk,2023-08-13,kurz,1,Strategie,12+,gering,5
Pixhagen: Das Spiel,2023-09-05,k,1,Strategie,16+,sehr hoch,5
Die Ernte von Umbra,2024-09-15,mittel,4,Strategie,16+,gering,2
Hadara,2025-01-02,mittel,3,Strategie,16+,gering,3
Die Ernte von Umbra,2024-03-01,kurz,1,Strategie,16+,gering,4
Nemesis: Lockdown,2025-05-17,kurz,3,Kooperativ,10+,mittel,3
The Castles of Burgundy,2023-03-12,lang,4,Strategie,16+,sehr hoch,4
Kaktuskarneval,2023-09-16,k,2,Party,12+,kein Glück,2
Hadara,2022-04-17,mittel,3,Strategie,16+,hoch,2
Planet Unknown,2025-01-28,lang,2,Strategie,16+,sehr hoch,4
Lost Ruins of Arnak,2025-03-06,kurz,2,Strategie,16+,hoch,3
Pixhagen: Das Spiel,2024-11-14,kurz,4,Strategie,16+,gering,5
Quacksalber von Quedlinburg,2024-09-18,mittel,1,Strategie,12+,kein Glück,4
Kemet,2025-07-30,m,5,Strategie,16+,gering,5
Stadt der flüsternden Uhren,2024-06-20,kurz,2,Strategie,12+,gering,4
Pixhagen: Das Spiel,2025-07-28,kurz,3,Strategie,12+,sehr hoch,2
Draftosaurus,2023-03-15,kurz,1,Familie,6+,kein Glück,5
Gloomhaven,2024-03-15,lang,3,Kooperativ,12+,hoch,1
Die Ernte von Umbra,2023-01-13,lang,1,Strategie,16+,hoch,3
Wingspan Asia,2023-07-16,lang,1,Familie,10+,sehr hoch,2
Monsterbüro,2024-07-13,mittel,2,Party,6+,kein Glück,5
Root,2022-05-27,kurz,3,Strategie,12+,hoch,5
Railroad Ink,2024-02-24,lang,2,Familie,6+,mittel,3
Die Drachen von Morag,2024-04-26,kurz,1,Kooperativ,16+,mittel,5
Pixhagen: Das Spiel,2023-12-25,kurz,5,Strategie,12+,sehr hoch,2
Biber & Barrikaden,2025-03-05,mittel,1,Kinder,6+,sehr hoch,3
Nebelschach,2025-05-27,lang,2,Strategie,12+,sehr hoch,4
Lichtfänger,2024-03-18,mittel,4,Kooperativ,16+,kein Glück,4
Lichtfänger,2024-04-20,lang,5,Kooperativ,6+,hoch,2
